"","Participant","OtherLangYN","Gender","Age","Education","Item","Rating","Scenario","Context","Content"
"1132","R_31zr02FFYpeLwSl","No","Female",40,"Master's degree or equivalent","CarCheck",94,"Car","Mismatch","Mismatch"
"1133","R_PFYwNY1UT32xE9r","No","Male",26,"Some college but no degree","CarCheck",65,"Car","Mismatch","Mismatch"
"1134","R_2fBsed1n7TP7vIm","No","Male",41,"High school degree","CarCheck",93,"Car","Mismatch","Mismatch"
"1135","R_2CBoscS4fQRyIba","No","Female",23,"High school degree","CarCheck",26,"Car","Mismatch","Mismatch"
"1136","R_3fPD2wNlaRGcqKA","No","Female",27,"Bachelor's degree or equivalent","CarCheck",4,"Car","Mismatch","Mismatch"
"1137","R_1lxBt1vgnNEWZt6","No","Male",34,"Some college but no degree","CarCheck",44,"Car","Mismatch","Mismatch"
"1138","R_2fJnVG5DdCyWrx1","No","Male",32,"Some college but no degree","CarCheck",19,"Car","Mismatch","Mismatch"
"1139","R_r7SBxvNCWngsSjL","Yes","Male",27,"High school degree","CarCheck",90,"Car","Mismatch","Mismatch"
"1140","R_BKyqAMTET6s537b","No","Female",38,"Bachelor's degree or equivalent","CarCheck",0,"Car","Mismatch","Mismatch"
"1141","R_3L6UNip0RALEdph","No","Male",32,"Bachelor's degree or equivalent","CarCheck",0,"Car","Mismatch","Mismatch"
"1142","R_29t6qWUtpEBkAxE","No","Male",59,"Some college but no degree","CarCheck",0,"Car","Mismatch","Mismatch"
"1143","R_10GF1JBBjyJ1qDh","No","Male",31,"Other","CarCheck",0,"Car","Mismatch","Mismatch"
"1144","R_1IcRp5F2vnr70SC","No","Female",46,"Bachelor's degree or equivalent","CarCheck",91,"Car","Mismatch","Mismatch"
"1145","R_3iPV6tWg3UI1tqM","No","Female",50,"Bachelor's degree or equivalent","CarCheck",70,"Car","Mismatch","Mismatch"
"1146","R_2sd8nJo9NWD0atg","No","Female",44,"Some college but no degree","CarCheck",2,"Car","Mismatch","Mismatch"
"1147","R_25yconzjBRW0aUO","No","Male",34,"Some college but no degree","CarCheck",23,"Car","Mismatch","Mismatch"
"1148","R_26l5jOJwRK5BtTb","No","Male",24,"High school degree","CarCheck",5,"Car","Mismatch","Mismatch"
"1149","R_1n7WscrtgnUF4qQ","No","Male",33,"Bachelor's degree or equivalent","CarCheck",84,"Car","Mismatch","Mismatch"
"1150","R_3oU6bi4aklBq8rN","No","Male",26,"Master's degree or equivalent","CarCheck",0,"Car","Mismatch","Mismatch"
"1151","R_1LMWtCcedWkyUwc","No","Female",47,"Less than high school degree","CarCheck",43,"Car","Mismatch","Mismatch"
"1152","R_3oL22AoBKqGPIv3","No","Male",22,"Bachelor's degree or equivalent","CarCheck",73,"Car","Mismatch","Mismatch"
"1153","R_1dK10GPEWZtvW9T","No","Male",30,"High school degree","CarCheck",16,"Car","Mismatch","Mismatch"
"1154","R_Q9TeAZyJAZPolbj","No","Female",46,"Some college but no degree","CarCheck",88,"Car","Mismatch","Mismatch"
"1155","R_1Cxd3jFV4twoWEj","No","Male",42,"Bachelor's degree or equivalent","CarCheck",87,"Car","Mismatch","Mismatch"
"1156","R_1Le3c8EcJvQKaFy","No","Male",28,"Some college but no degree","CarCheck",7,"Car","Mismatch","Mismatch"
"1157","R_2xEOvPK3E6hGXAY","Yes","Male",28,"Bachelor's degree or equivalent","CarCheck",100,"Car","Mismatch","Mismatch"
"1158","R_2al5WJaPnikLvKh","No","Male",31,"Bachelor's degree or equivalent","CarCheck",0,"Car","Mismatch","Mismatch"
"1159","R_12Aqr4xS2Ghuwz6","No","Female",48,"Bachelor's degree or equivalent","CarCheck",91,"Car","Mismatch","Mismatch"
"1160","R_1Igyztxqibfalll","No","Male",21,"Some college but no degree","DogCheck",18,"Dog","Mismatch","Mismatch"
"1161","R_2eVGOa9pJnTayqx","Yes","Male",34,"Bachelor's degree or equivalent","DogCheck",55,"Dog","Mismatch","Mismatch"
"1162","R_SH6OFLHcLXmapmV","No","Male",30,"High school degree","DogCheck",82,"Dog","Mismatch","Mismatch"
"1163","R_3etdSJQBdTvTuJZ","No","Male",37,"Bachelor's degree or equivalent","DogCheck",0,"Dog","Mismatch","Mismatch"
"1164","R_3Di5UsvzwSn402T","No","Male",30,"Bachelor's degree or equivalent","DogCheck",0,"Dog","Mismatch","Mismatch"
"1165","R_2TNqXg8DN8sa92B","No","Female",25,"Some college but no degree","DogCheck",38,"Dog","Mismatch","Mismatch"
"1166","R_2YhUEJQHGrxe0El","No","Male",25,"Bachelor's degree or equivalent","DogCheck",0,"Dog","Mismatch","Mismatch"
"1167","R_Xh1yXS224e5Hujn","No","Female",33,"Bachelor's degree or equivalent","DogCheck",63,"Dog","Mismatch","Mismatch"
"1168","R_doO5bu2X3i28R2N","No","Male",22,"High school degree","DogCheck",86,"Dog","Mismatch","Mismatch"
"1169","R_3CUzTlSewCAYsuJ","No","Male",27,"Bachelor's degree or equivalent","DogCheck",19,"Dog","Mismatch","Mismatch"
"1170","R_3M3GtvtEaWMomDm","No","Male",40,"Some college but no degree","DogCheck",0,"Dog","Mismatch","Mismatch"
"1171","R_1jBUvhIiMvz5ocp","Yes","Male",22,"High school degree","DogCheck",0,"Dog","Mismatch","Mismatch"
"1172","R_3PaVWdGEcmno61i","No","Female",47,"Bachelor's degree or equivalent","DogCheck",97,"Dog","Mismatch","Mismatch"
"1173","R_5zNWZAGpxuz2ZSV","No","Male",33,"Bachelor's degree or equivalent","DogCheck",0,"Dog","Mismatch","Mismatch"
"1174","R_PNUuDjB9kU72c1j","No","Male",71,"Some college but no degree","DogCheck",79,"Dog","Mismatch","Mismatch"
"1175","R_cwnm16XvkODdJyF","No","Male",23,"Bachelor's degree or equivalent","DogCheck",61,"Dog","Mismatch","Mismatch"
"1176","R_1oBAlBz8tCTrtvw","No","Male",65,"Some college but no degree","DogCheck",77,"Dog","Mismatch","Mismatch"
"1177","R_2zTr7R0l0a5Wb68","No","Male",32,"Bachelor's degree or equivalent","DogCheck",71,"Dog","Mismatch","Mismatch"
"1178","R_3wSEYDwEnhbPg5P","No","Male",71,"Bachelor's degree or equivalent","DogCheck",40,"Dog","Mismatch","Mismatch"
"1179","R_27HzZ3Bk92wWe8N","No","Male",31,"Bachelor's degree or equivalent","DogCheck",64,"Dog","Mismatch","Mismatch"
"1180","R_2PifUy74oObevkk","No","Male",27,"Bachelor's degree or equivalent","DogCheck",0,"Dog","Mismatch","Mismatch"
"1181","R_3kiT30vKnhp7Bpx","No","Male",34,"High school degree","DogCheck",84,"Dog","Mismatch","Mismatch"
"1182","R_12fdUBsPbpZ6vTk","No","Female",26,"Bachelor's degree or equivalent","DogCheck",0,"Dog","Mismatch","Mismatch"
"1183","R_1pArIQrIGQfCciJ","Yes","Female",23,"Some college but no degree","DogCheck",78,"Dog","Mismatch","Mismatch"
"1184","R_31T2kholOTUdUCs","No","Male",43,"Other","DogCheck",1,"Dog","Mismatch","Mismatch"
"1185","R_33Cg5sfojAPzosG","No","Female",24,"Bachelor's degree or equivalent","DogCheck",0,"Dog","Mismatch","Mismatch"
"1186","R_122Skthc9isBkoZ","No","Male",25,"Bachelor's degree or equivalent","DogCheck",12,"Dog","Mismatch","Mismatch"
"1187","R_qQ8SmEL4w751inv","No","Male",65,"Master's degree or equivalent","DogCheck",100,"Dog","Mismatch","Mismatch"
"1188","R_9LTkTwEM0RrPmaB","No","Male",45,"Some college but no degree","DogCheck",12,"Dog","Mismatch","Mismatch"
"1189","R_1Nb5wf5tHG04AG6","No","Male",44,"Some college but no degree","DogCheck",13,"Dog","Mismatch","Mismatch"
"1190","R_21ENcSqMOuiVNqM","No","Male",35,"Bachelor's degree or equivalent","PianoCheck",96,"Piano","Mismatch","Mismatch"
"1191","R_2zAs0lmZhAMKFVe","No","Male",39,"Some college but no degree","PianoCheck",0,"Piano","Mismatch","Mismatch"
"1192","R_2cnHVf2e9okgUVK","Yes","Male",33,"Some college but no degree","PianoCheck",30,"Piano","Mismatch","Mismatch"
"1193","R_2SIfOE4GVBXLecK","No","Male",33,"Bachelor's degree or equivalent","PianoCheck",1,"Piano","Mismatch","Mismatch"
"1194","R_1Kj9g25GWagYDrZ","No","Male",56,"Some college but no degree","PianoCheck",0,"Piano","Mismatch","Mismatch"
"1195","R_1cTXyPwU99e8SvS","No","Female",37,"Some college but no degree","PianoCheck",34,"Piano","Mismatch","Mismatch"
"1196","R_2Cmn39fD9JJ9Hc3","No","Female",37,"Some college but no degree","PianoCheck",0,"Piano","Mismatch","Mismatch"
"1197","R_1mKphsppAZHeb4s","No","Male",26,"Bachelor's degree or equivalent","PianoCheck",0,"Piano","Mismatch","Mismatch"
"1198","R_2cuy562cM8gKLE1","No","Female",60,"Bachelor's degree or equivalent","PianoCheck",0,"Piano","Mismatch","Mismatch"
"1199","R_1BVi1OhzGnyXblG","No","Male",35,"High school degree","PianoCheck",0,"Piano","Mismatch","Mismatch"
"1200","R_veNNomIroLI3FTz","No","Male",22,"High school degree","PianoCheck",100,"Piano","Mismatch","Mismatch"
"1201","R_2AWqKpI2r6YGs8Z","No","Male",26,"Bachelor's degree or equivalent","PianoCheck",58,"Piano","Mismatch","Mismatch"
"1202","R_3EBcciaWSEezuXJ","No","Male",28,"Some college but no degree","PianoCheck",0,"Piano","Mismatch","Mismatch"
"1203","R_12JV8iLpIX1puvf","No","Female",60,"High school degree","PianoCheck",100,"Piano","Mismatch","Mismatch"
"1204","R_ZJfynNk3A4pqn9n","No","Female",47,"Some college but no degree","PianoCheck",98,"Piano","Mismatch","Mismatch"
"1205","R_9EqZBFaVRC2yVa1","No","Male",36,"Bachelor's degree or equivalent","PianoCheck",94,"Piano","Mismatch","Mismatch"
"1206","R_291gvb4gG1dtT4i","No","Male",30,"Bachelor's degree or equivalent","PianoCheck",3,"Piano","Mismatch","Mismatch"
"1207","R_7PS83Uw5gcTKfpn","No","Male",29,"Some college but no degree","PianoCheck",90,"Piano","Mismatch","Mismatch"
"1208","R_vN1JKe6U1rEi6XL","No","Male",31,"Bachelor's degree or equivalent","PianoCheck",100,"Piano","Mismatch","Mismatch"
"1209","R_3GvniLqNV7Sxn5X","No","Male",59,"Some college but no degree","PianoCheck",0,"Piano","Mismatch","Mismatch"
"1210","R_1gioXSCHt8RCHMj","No","Male",26,"Some college but no degree","PianoCheck",4,"Piano","Mismatch","Mismatch"
"1211","R_uldCSXQuEUoYjPr","Yes","Male",52,"Doctoral degree or equivalent","PianoCheck",36,"Piano","Mismatch","Mismatch"
"1212","R_x48BDfE2nCPGKs1","Yes","Male",50,"Doctoral degree or equivalent","PianoCheck",67,"Piano","Mismatch","Mismatch"
"1213","R_3Do7BGRmPpnL9Bh","No","Male",43,"Some college but no degree","PianoCheck",0,"Piano","Mismatch","Mismatch"
"1214","R_2xMjOYTLb0LsYDy","No","Male",51,"Some college but no degree","PianoCheck",1,"Piano","Mismatch","Mismatch"
"1215","R_VOQ1sdYacLMzuN3","No","Male",62,"Bachelor's degree or equivalent","PianoCheck",100,"Piano","Mismatch","Mismatch"
"1216","R_OIipHExw3Ao02rf","No","Male",27,"Master's degree or equivalent","PianoCheck",0,"Piano","Mismatch","Mismatch"
"1217","R_4N7aiqYhhv6BqZr","No","Male",27,"Bachelor's degree or equivalent","PianoCheck",18,"Piano","Mismatch","Mismatch"
"1218","R_3oFR79jYLPaN5Qa","No","Male",38,"Master's degree or equivalent","PianoCheck",0,"Piano","Mismatch","Mismatch"
"1219","R_pFpayjaHUphtBu1","No","Male",31,"Bachelor's degree or equivalent","PianoCheck",100,"Piano","Mismatch","Mismatch"
"1220","R_eFhJhNWjVhCtLax","No","Female",32,"Bachelor's degree or equivalent","PianoCheck",0,"Piano","Mismatch","Mismatch"
